,Accommodation and food services,"Arts, entertainment, and recreation",Construction,Durable goods,Educational services,Finance and insurance,Government,Health care and social assistance,Information,Mining,Nondurable goods,"Other services, except government",Professional and business services,Real estate and rental and leasing,Retail trade,Transportation and warehousing,Wholesale trade,mismatch_index,mismatch_trend,mismatch_cycle
2003-08-01,0.008392627810285646,0.0015526813293855065,0.003381773064939601,0.0011671957040688796,0.0004950053717909888,0.0013665032766152587,0.002765628384995125,0.004986038535472641,0.0002555253764745484,0.0001674962415426998,0.000844332194573007,0.0018209757460160216,0.01691705965451578,0.0009781290583252232,0.00826835170310197,0.0013373169116550855,0.001880414943215147,0.05592155490974349,0.05158758273372284,0.004333972176020648
2003-09-01,0.009649374350486553,0.0017470161051516293,0.0021885187926121603,0.0011422630128103827,0.0004279169292267744,0.001377353180859573,0.0030205406004528857,0.005290442445820349,0.0006452648642324394,0.00035474860885492557,0.0008494202172291662,0.00154901650452574,0.015926940466276716,0.0009153705604826968,0.009407462707029246,0.0012761227054927885,0.0019208231776186259,0.05717786022368343,0.0500347647434935,0.007143095480189932
2003-10-01,0.009734191924110217,0.0013978588634729894,0.0026755280773157475,0.0011226220699685004,0.0004762386407562651,0.0013905947705907297,0.002954623652274047,0.0055594723333886225,0.0008043572815708783,0.00026320528394867856,0.0008499762076778984,0.001641844066170022,0.01358769865586566,0.0008266068194853718,0.008700650423842745,0.0013567203923147634,0.0016833794836864846,0.04175808328981323,0.047725705906549384,-0.005967622616736154
2003-11-01,0.009363442647389138,0.00135923358133805,0.002721212290032803,0.0013529715689315751,0.00045343184908030554,0.0014622305737984668,0.0026825540220931842,0.005032392957721827,0.00044425068339460977,0.0002879240199568366,0.000917202184278243,0.002209410198555065,0.013588474940968103,0.00084721305237031,0.00902425200475189,0.0010806473566770177,0.0019705944780780823,0.04314046185054898,0.045472139795880814,-0.002331677945331831
2003-12-01,0.009962573296428067,0.0016724695391204965,0.0028621012702559866,0.0009364299985138832,0.00038240784290295563,0.0012768531960450848,0.002569432832434945,0.004368777356783473,0.0005020842732846179,0.000309288774719133,0.0009062236809308907,0.0020119921520347583,0.013179891327198337,0.0007350634791162458,0.007861127850390635,0.0012347056435579682,0.002596516288321149,0.04793347008431015,0.04348903772280444,0.0044444323615057055
2004-01-01,0.00853108602333373,0.0018597852125874226,0.0041822115127141115,0.0010039293012179132,0.0003842294365532129,0.0015582053949974195,0.0032361148909936304,0.005110710446466814,0.0004346493494139769,0.00023704641381808796,0.0008775251168737443,0.0021387877363729015,0.012052792703881186,0.0012273428035572992,0.007596498067676766,0.0011568879340279601,0.001707424779941072,0.03550734834204061,0.04175820320410378,-0.006250854862063171
2004-02-01,0.008938860217094578,0.0016913222020296219,0.003110710269919146,0.0009399710573804749,0.00039615063635352164,0.0016068843259080406,0.002719816770397968,0.004745419995433426,0.0004681847770049869,0.0001459617538054934,0.0008277513122966402,0.002185182018921184,0.013126513294712542,0.000812728646963519,0.008363311595608231,0.0010885437166636303,0.0012616198347629812,0.045687139021361234,0.0407058829927129,0.004981256028648337
2004-03-01,0.00947117176394173,0.0012939971360527063,0.003643931635442344,0.0011855782862860882,0.00046840719702086187,0.0015492178099869502,0.0028690893242692764,0.0049775201541666265,0.0005003665412955736,0.0003045612226623583,0.0008539902533155921,0.002388342151219971,0.012409573649617842,0.0005997430836115066,0.008658251060706494,0.0018037081110626196,0.0015583034080191278,0.034224501111335126,0.04013323835535951,-0.005908737244024381
2004-04-01,0.008436648243470086,0.0010624301549992557,0.0036391041122251786,0.0011727797732896134,0.00044239668989467726,0.0015321086038355101,0.0027160688018200486,0.0046436475096664175,0.000513153230113985,0.00025390558728168944,0.0008177223679789853,0.0017472450479855495,0.012958800019352026,0.0007854277644380073,0.007978754111504248,0.0011386112216965013,0.0018218528246154047,0.039085067906197146,0.04033955616163622,-0.0012544882554390707
2004-05-01,0.007989885671016442,0.0016555524884484234,0.0034055048329066874,0.0011522602891338683,0.00036353668169818555,0.0014548450843001196,0.0027316260738946083,0.004464198016449372,0.0005973050249383887,0.00026789027556811933,0.0009284059910501818,0.0020052822014194854,0.012490614486418987,0.0007094375950165786,0.008383225541317103,0.0010929436723749696,0.0015969024366126539,0.03690590455760212,0.04103324955673314,-0.004127344999131019
2004-06-01,0.009292100345344341,0.0011903760914184745,0.002645041592225246,0.0012050890321579034,0.0002872653080344477,0.001170420547623693,0.002632086704468615,0.004047446160289164,0.0005698928313018857,0.0002801724887072693,0.0007856041974901001,0.0012233784665823637,0.014129278141686873,0.0007229391223987521,0.008253049746138866,0.0010815984158309812,0.0020458934459811283,0.05033003959663784,0.04179728286029646,0.008532756736341386
2004-07-01,0.008446566211087707,0.0010756948651489827,0.0026841957423997887,0.0010172021643276236,0.00039566277799586507,0.0015208209527572724,0.0024473832982211006,0.004024168326190448,0.0004987031863380026,0.0002475543432698065,0.0008267319385994573,0.0021508713270938446,0.01311795929114706,0.0007396323021828879,0.007783213107395322,0.0011294363788582568,0.0018200044683866295,0.04671285766928013,0.04180188589205928,0.00491097177722085
2004-08-01,0.008605287747426704,0.0018884270295334291,0.0030625190899421168,0.0010375116624218566,0.00039061813431179684,0.001441726750284292,0.002372896146312032,0.004136071534371588,0.00045700994090236267,0.00022858406947981488,0.0009042118497452488,0.00159562867080095,0.011877283029962951,0.000862315312016064,0.008041282571439974,0.0009247821247618071,0.0017032461177206454,0.03577245536516849,0.04107056414538882,-0.0052981087802203355
2004-09-01,0.007907442420040378,0.0015960377159894227,0.002785645114502828,0.00102301669048914,0.00038516084874675924,0.0016800544536100651,0.002398076238789029,0.004085595662871376,0.0004555231986530615,0.0002504339380647694,0.0008126783826112927,0.001428276928709941,0.012196432065860715,0.001020321589688046,0.008811975865536116,0.0008239717631586508,0.0018038539583415105,0.0438433088495116,0.04011792029137442,0.0037253885581371785
2004-10-01,0.007763169426689173,0.0010965015258824348,0.0035907743903732907,0.001068227585978567,0.000663018306035738,0.0013536541722797895,0.0026574332204923005,0.004131933850731226,0.0005008937173799099,0.00021744421631031858,0.0007992505620532764,0.0018192874517773089,0.012535266555449637,0.0009023202086197882,0.008004357834440623,0.0008691146809772395,0.0014762185253755157,0.03959517990062378,0.03892874612308333,0.0006664337775404497
2004-11-01,0.008133207089106807,0.0014985704835420075,0.003756096678526837,0.0011054314579003882,0.0004429327183806459,0.0014096814666060965,0.0027684615683971248,0.004650518257153079,0.0003252136264294167,0.0002771297284705331,0.0007858034400228008,0.001926269205974539,0.011387713172961153,0.000865632574622893,0.006575522089259912,0.0011427963695535871,0.0018997759739161413,0.03352528372876218,0.03786037228939659,-0.004335088560634415
2004-12-01,0.007704736613736494,0.001724404527285219,0.0035442765763542645,0.0010698484537532554,0.00045738374695520776,0.0015088689171835552,0.002640063633805265,0.004133702504280629,0.000559796902837309,0.0003669454620570332,0.0007244800261932666,0.001700372723196209,0.01191378836210709,0.0008305636318108705,0.00743969625966124,0.000976583849002246,0.0019929403428581025,0.03698205602875915,0.037336772816949235,-0.00035471678819008756
2005-01-01,0.008636557056808651,0.001436074754291138,0.0036849583319206007,0.0011344910578832844,0.00044848693098952874,0.0013284141019776884,0.0023460095169248315,0.0038993955414288054,0.0004663223258885232,0.0002832772596756517,0.0006916744212321481,0.0017460144071068642,0.011202669952567103,0.0007854511679008335,0.0077167615395925,0.0009838116348642703,0.0013251013566381443,0.03442026919079466,0.03734841287631289,-0.0029281436855182266
2005-02-01,0.008671328987512699,0.0014767560772852922,0.003320161289200661,0.0011202461629264875,0.00028266589928756074,0.001321402328545015,0.002393924185488499,0.004146521506489074,0.0004534957982995076,0.0002713336962966229,0.0007460545428576962,0.0014067932765322597,0.011688763626447697,0.0010217238331197368,0.008027112960963876,0.00120113523524741,0.0019482664813722985,0.03924771979567998,0.0378502859592401,0.0013974338364398792
2005-03-01,0.008004669074495981,0.0013466676246430644,0.0032806940297583566,0.0009997623632366746,0.00046963095630112413,0.0012280304221167306,0.0022377633481002173,0.004104014675626363,0.0004364241137032964,0.0003718973811893177,0.0007689192553354432,0.0017606025532464274,0.011834445418274189,0.0003787974286194539,0.007871339880070915,0.0010808536308358507,0.0015472059414808656,0.03795991377341523,0.03850457118893162,-0.0005446574155163891
2005-04-01,0.00882116361553209,0.0015562933564904433,0.002735499064516862,0.0010701181975966828,0.0004092894875316105,0.0012559039057812907,0.00215142388542497,0.003620579592273969,0.0004894273282255902,0.00023327302735757808,0.000561228124503387,0.001445681217634839,0.011618872356489037,0.0011088050847436626,0.00732173996090917,0.0010791646520990923,0.00153803027578034,0.04082682816952454,0.03911319107223221,0.001713637097292331
2005-05-01,0.007940187642958816,0.001301532520221164,0.0028828124766670667,0.0010759539073985705,0.0005166982851921365,0.000853312479418028,0.0022408060557516903,0.004087030211705898,0.0004468187083827928,0.0003198342846859566,0.0006045950214136254,0.001262199298180671,0.012453463628026797,0.0009928178984449027,0.006830240445828025,0.0013329274269303427,0.0017022699309180496,0.03915745250093128,0.0394236023744349,-0.00026614987350362385
2005-06-01,0.007476716021149458,0.0016319037670939694,0.0027447258365488024,0.0009340216961027964,0.00048416221683278253,0.0012822213622802419,0.0021212816287494796,0.003569665181007222,0.00045035956660884166,0.00025350105589901973,0.0007188041606224697,0.0013554087564378561,0.012962510022863574,0.0009324048551828104,0.006424561193203949,0.0012418273122110383,0.0014796460109935507,0.04532134451895986,0.03935462557056206,0.005966718948397801
2005-07-01,0.006975588896823613,0.0020970974208393257,0.0031230926321923827,0.0010688074191009763,0.00039673321747466065,0.0013547235953528327,0.0022374207399707587,0.003876026589069978,0.0004411003100889451,0.0002505881241819454,0.0007039654047876042,0.0014700956564521177,0.011744559799501614,0.0008082519083483541,0.006427437535532935,0.0010901445373728631,0.0015352572006708085,0.03584268188877204,0.038798466148285665,-0.002955784259513622
2005-08-01,0.007064942190283279,0.0013021312103211847,0.0031211770832780027,0.0010698234601510775,0.00043247573578674315,0.001404387506399113,0.0022047498325310057,0.0037543350890522523,0.0004688787582993642,0.0002782604735192947,0.0006204178653220927,0.001421031497791121,0.012245615981665636,0.0007703297673350231,0.006651094790524974,0.0010892411482495681,0.001488594437260031,0.03717515468808452,0.03824400149011746,-0.0010688468020329384
2005-09-01,0.007737026537148027,0.0009372678960017253,0.003185575679155459,0.0011765534683375995,0.0005463906494862305,0.0012933097480982917,0.002389224965572755,0.003839948717214549,0.0006201502157527092,0.00038825557582768024,0.0006931602795624632,0.0016914810344638184,0.01219085629154227,0.0013035504577610306,0.006290429588088353,0.0012585043461659738,0.0015536507073063669,0.03308910903703166,0.03788453055261784,-0.004795421515586179
2005-10-01,0.006959391790803855,0.001313477090556819,0.003529720002156121,0.0009854478640402334,0.0004653010541586756,0.0015066630564124933,0.0020806782758540816,0.0034839297329936035,0.00039707819240785374,0.0003451362607881821,0.0005308942976733514,0.0020624611829760213,0.011558685901405671,0.0006755078361406022,0.006770833331174059,0.0011043868729376342,0.0018354951643240872,0.04154799883070881,0.037806467612143874,0.0037415312185649363
2005-11-01,0.007357815342050608,0.0012734828513739204,0.0036438446921137468,0.001188389900677623,0.0004444987309560113,0.0013821134174280935,0.0020227922543294714,0.0033338330280165635,0.00045898436874536997,0.0002909172115806264,0.0008615600836581246,0.0010024100560463824,0.011377346064025257,0.0007770032081206716,0.007878578941494827,0.0010550127898117953,0.0015414815404475057,0.03477249592573439,0.037616684793494046,-0.0028441888677596533
2005-12-01,0.007540720898310272,0.0010934315795146973,0.003265055751021758,0.001180630911673304,0.00039935712425385626,0.0015139311697519398,0.0022550568822220095,0.0034055522029614142,0.00042042250968346616,0.00026869625005901724,0.0006590955324363058,0.000812393506849189,0.011444789106189663,0.0010947261669626632,0.006598177967667715,0.0010861283822794978,0.001306153821280492,0.03588180374286476,0.037296207343323326,-0.0014144036004585664
2006-01-01,0.0073892198449752085,0.0012069734894708222,0.002737802986258811,0.0010983066074097356,0.00038256442826299923,0.0013248974618221654,0.0017574636832767172,0.003408329889581481,0.000507184608366744,0.00024252708634839879,0.0004996019482139658,0.0007647403288619109,0.01075050479832051,0.0018368662828156684,0.006180705369136855,0.0007856805690031166,0.0015383854851914053,0.045963535445737946,0.03654164162151069,0.009421893824227257
2006-02-01,0.008111613229475206,0.0008572014336624,0.0026552931751484543,0.001265657566385992,0.0004818680575457567,0.0015900314536280752,0.002180019093067814,0.003759481203245593,0.0004475656017310474,0.0003156343976554779,0.0006836681200057009,0.0006943855956137346,0.011354150033762495,0.0006563765649251726,0.006115351110355863,0.000977914013353185,0.001528724164232683,0.03729003760450955,0.034908153627889266,0.002381883976620286
2006-03-01,0.007244145619984477,0.0011985308643453806,0.003258766844873192,0.001157920705694054,0.0004788861830635706,0.0013321657258522227,0.002078523950666389,0.0035158359836587987,0.0004748104702960067,0.000365060020568637,0.0007130898642784543,0.0016835029901405723,0.01011425160024458,0.0008056386222059346,0.0057790459913910144,0.0010009264682183552,0.001713705827681905,0.026042438189505024,0.032893098744714924,-0.0068506605552099
2006-04-01,0.007534413366302435,0.0012433515439080763,0.003232461487799065,0.001096180725268122,0.000371657965032629,0.0016272710395487187,0.002094645927414669,0.0036021581730203804,0.000658378020307229,0.00034949701214584546,0.0007591882213490496,0.0012293920313354552,0.0093146792895776,0.0006994723249047678,0.006296807046411749,0.0014121661482075997,0.001663035204238505,0.02721217223207817,0.031232020751905492,-0.004019848519827323
2006-05-01,0.007177800230038863,0.0009528833857395065,0.002817513198076493,0.0008838234291014368,0.00036792451191118016,0.0012786054763128593,0.0020802576433821256,0.0032674279256389924,0.0004877757463899306,0.0003050141277200493,0.0006274546077129788,0.0014629564297552744,0.011518235902563161,0.0007188126121444637,0.006207783232336304,0.0013459379152917605,0.0014171256090205388,0.03867902707919613,0.02997539737385786,0.008703629705338268
2006-06-01,0.00696771176291325,0.0010736325094132413,0.003386640331516441,0.0010732926722258995,0.00024858153184907346,0.0013095857858540076,0.0023119350214700564,0.00378757019161872,0.0005436557662016088,0.00038339957229640426,0.0007489134211915383,0.00158870711596366,0.009296224541936828,0.0011975732830926834,0.005914465750839026,0.0012278133937943924,0.0014474561133338889,0.02368471409486239,0.02877172148298615,-0.00508700738812376
2006-07-01,0.007941364887222122,0.0014138386143202751,0.0038777260302473213,0.0010408341408953547,0.00041087989364378653,0.0009994448509835917,0.002599898171224103,0.003471902895020018,0.0006642203086996263,0.0002643654297909911,0.000691947853788434,0.0017487506476199688,0.008778349332376999,0.0009251853703682094,0.005796123612345373,0.0012221929116633212,0.0017476223999807346,0.02587690247187968,0.028139848922238343,-0.002262946450358662
